,no.peserta,kode.pendidikan,twk.nilai,tiu.nilai,tkp.nilai,skd.nilai,skd.keterangan,kode.formasi,lokasi.formasi,nama.pendidikan,jk,kode.formasi_x,lokasi.formasi_x,kode.prodi_y,nama.prodi_y,no.ujian_x,psi.keterangan,mtk.nilai,mtk.keterangan,t2.keterangan,hasil.akhir_x
1342,S2240160123302262,3001005,70,110,176,356,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1343,S2240160121208025,3001005,70,110,174,354,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1344,S2240160121603589,3000020,85,100,163,348,P,40160019,Sulawesi Utara,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1345,S2240160127100741,3001005,85,85,177,347,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1346,S2240160123515486,3001005,90,80,168,338,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1347,S2240160127100297,3001005,65,85,185,335,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1348,S2240160121803280,3001005,65,95,168,328,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1349,S2240160123104341,3001005,75,85,156,316,P,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1350,S2240160127100088,3171110,95,75,189,359,TL,40160019,Sulawesi Utara,SMK TEKNOLOGI INFORMASI DAN KOMUNIKASI,Pr,,,,,,,,,,
1351,S2240160121215038,3001005,60,120,178,358,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1352,S2240160123511424,3001005,45,120,174,339,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1353,S2240160121210066,3004002,90,65,172,327,TL,40160019,Sulawesi Utara,SMA IPS,Pr,,,,,,,,,,
1354,S2240160127100978,3004002,80,70,173,323,TL,40160019,Sulawesi Utara,SMA IPS,Pr,,,,,,,,,,
1355,S2240160123104073,3001005,70,100,152,322,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1356,S2240160127100134,3000020,105,50,164,319,TL,40160019,Sulawesi Utara,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1357,S2240160117100433,3001005,65,70,183,318,TL,40160019,Sulawesi Utara,SMA IPA,Lk,,,,,,,,,,
1358,S2240160127100222,3000020,65,65,184,314,TL,40160019,Sulawesi Utara,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1359,S2240160127100631,3001005,80,90,144,314,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1360,S2240160127100769,3001005,70,75,168,313,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1361,S2240160121213836,3001005,75,65,167,307,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1362,S2240160127100712,3001005,75,50,180,305,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1363,S2240160127101003,3001005,70,55,176,301,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1364,S2240160127100149,3001005,80,35,179,294,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1365,S2240160117100628,3001005,35,80,177,292,TL,40160019,Sulawesi Utara,SMA IPA,Lk,,,,,,,,,,
1366,S2240160127100826,3001005,70,50,169,289,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1367,S2240160127100389,3001005,75,55,153,283,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1368,S2240160127100185,3001005,65,40,173,278,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1369,S2240160127101034,3001005,55,60,160,275,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1370,S2240160127100204,3004002,70,45,138,253,TL,40160019,Sulawesi Utara,SMA IPS,Pr,,,,,,,,,,
1371,S2240160117100682,3004002,45,50,153,248,TL,40160019,Sulawesi Utara,SMA IPS,Lk,,,,,,,,,,
1372,S2240160127101010,3001005,45,50,146,241,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1373,S2240160117100361,3001005,40,60,140,240,TL,40160019,Sulawesi Utara,SMA IPA,Lk,,,,,,,,,,
1374,S2240160127100583,3001005,60,30,149,239,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1375,S2240160127302486,3000020,60,30,135,225,TL,40160019,Sulawesi Utara,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1376,S2240160127100051,3001005,35,25,156,216,TL,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1377,S2240160123521922,3001005,0,0,0,0,TH,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1378,S2240160123314759,3001005,0,0,0,0,TH,40160019,Sulawesi Utara,SMA IPA,Pr,,,,,,,,,,
1379,S2240160117300189,3004002,0,0,0,0,TH,40160019,Sulawesi Utara,SMA IPS,Lk,,,,,,,,,,
1380,S2240160127200881,3000020,115,165,186,466,P/L,40160020,Sulawesi Tengah,MADRASAH ALIYAH IPA,Pr,40160020,PROVINSI SULAWESI TENGAH,4412070,D-III STATISTIKA,7200881,P,105.0,P,P/L,Lulus
1381,S2240160121212079,3001005,110,140,197,447,P/L,40160020,Sulawesi Tengah,SMA IPA,Pr,40160020,PROVINSI SULAWESI TENGAH,4412070,D-III STATISTIKA,1212079,P,90.0,P,P,
1382,S2240160127200298,3001005,105,140,182,427,P/L,40160020,Sulawesi Tengah,SMA IPA,Pr,40160020,PROVINSI SULAWESI TENGAH,4412070,D-III STATISTIKA,7200298,P,90.0,P,P,
1383,S2240160127201545,3001005,105,135,186,426,P/L,40160020,Sulawesi Tengah,SMA IPA,Pr,40160020,PROVINSI SULAWESI TENGAH,4412070,D-III STATISTIKA,7201545,P,115.0,P,P/L,
1384,S2240160117200601,3001005,110,110,192,412,P/L,40160020,Sulawesi Tengah,SMA IPA,Lk,40160020,PROVINSI SULAWESI TENGAH,4412070,D-III STATISTIKA,7200601,P,130.0,P,P/L,
1385,S2240160117201101,3001005,75,135,186,396,P/L,40160020,Sulawesi Tengah,SMA IPA,Lk,40160020,PROVINSI SULAWESI TENGAH,4412070,D-III STATISTIKA,7201101,P,105.0,P,P/L,Lulus
1386,S2240160123215153,3001005,75,135,180,390,P/L,40160020,Sulawesi Tengah,SMA IPA,Pr,40160020,PROVINSI SULAWESI TENGAH,4412070,D-III STATISTIKA,3215153,P,45.0,TL,TL,
1387,S2240160127200344,3000020,90,135,163,388,P/L,40160020,Sulawesi Tengah,MADRASAH ALIYAH IPA,Pr,40160020,PROVINSI SULAWESI TENGAH,4412070,D-III STATISTIKA,7200344,P,50.0,TL,TL,
1388,S2240160117304518,3001005,75,140,169,384,P/L,40160020,Sulawesi Tengah,SMA IPA,Lk,40160020,PROVINSI SULAWESI TENGAH,4412070,D-III STATISTIKA,7304518,TH,0.0,TH,TL,
1389,S2240160127305876,3000020,80,110,193,383,P/L,40160020,Sulawesi Tengah,MADRASAH ALIYAH IPA,Pr,40160020,PROVINSI SULAWESI TENGAH,4412070,D-III STATISTIKA,7305876,P,60.0,TL,TL,
1390,S2240160127200168,3001005,75,115,192,382,P/L,40160020,Sulawesi Tengah,SMA IPA,Pr,40160020,PROVINSI SULAWESI TENGAH,4412070,D-III STATISTIKA,7200168,P,50.0,TL,TL,
1391,S2240160127200670,3001005,100,110,171,381,P/L,40160020,Sulawesi Tengah,SMA IPA,Pr,40160020,PROVINSI SULAWESI TENGAH,4412070,D-III STATISTIKA,7200670,P,135.0,P,P/L,Lulus
1392,S2240160127201156,3001005,85,120,173,378,P/L,40160020,Sulawesi Tengah,SMA IPA,Pr,40160020,PROVINSI SULAWESI TENGAH,4412070,D-III STATISTIKA,7201156,TL,75.0,P,TL,
1393,S2240160117200629,3000020,85,125,165,375,P/L,40160020,Sulawesi Tengah,MADRASAH ALIYAH IPA,Lk,40160020,PROVINSI SULAWESI TENGAH,4412070,D-III STATISTIKA,7200629,P,100.0,P,P,
1394,S2240160127200308,3000020,100,90,178,368,P/L,40160020,Sulawesi Tengah,MADRASAH ALIYAH IPA,Pr,40160020,PROVINSI SULAWESI TENGAH,4412070,D-III STATISTIKA,7200308,P,70.0,P,P,
1395,S2240160127200377,3001005,85,95,185,365,P,40160020,Sulawesi Tengah,SMA IPA,Pr,,,,,,,,,,
1396,S2240160117201516,3001005,75,110,175,360,P,40160020,Sulawesi Tengah,SMA IPA,Lk,,,,,,,,,,
1397,S2240160127201387,3001005,105,85,167,357,P,40160020,Sulawesi Tengah,SMA IPA,Pr,,,,,,,,,,
1398,S2240160127200993,3001005,80,95,167,342,P,40160020,Sulawesi Tengah,SMA IPA,Pr,,,,,,,,,,
1399,S2240160127200353,3001005,75,100,163,338,P,40160020,Sulawesi Tengah,SMA IPA,Pr,,,,,,,,,,
1400,S2240160117201202,3001005,80,95,160,335,P,40160020,Sulawesi Tengah,SMA IPA,Lk,,,,,,,,,,
1401,S2240160117200979,3001005,90,135,151,376,TL,40160020,Sulawesi Tengah,SMA IPA,Lk,,,,,,,,,,
1402,S2240160121605909,3001005,50,115,178,343,TL,40160020,Sulawesi Tengah,SMA IPA,Pr,,,,,,,,,,
1403,S2240160127201398,3004002,90,75,169,334,TL,40160020,Sulawesi Tengah,SMA IPS,Pr,,,,,,,,,,
1404,S2240160113514902,3001005,100,60,173,333,TL,40160020,Sulawesi Tengah,SMA IPA,Lk,,,,,,,,,,
1405,S2240160127201446,3001005,75,70,182,327,TL,40160020,Sulawesi Tengah,SMA IPA,Pr,,,,,,,,,,
1406,S2240160127201271,3001005,105,45,172,322,TL,40160020,Sulawesi Tengah,SMA IPA,Pr,,,,,,,,,,
1407,S2240160117200830,3001005,75,70,164,309,TL,40160020,Sulawesi Tengah,SMA IPA,Lk,,,,,,,,,,
1408,S2240160127200946,3001005,55,65,187,307,TL,40160020,Sulawesi Tengah,SMA IPA,Pr,,,,,,,,,,
1409,S2240160117200173,3001005,65,65,176,306,TL,40160020,Sulawesi Tengah,SMA IPA,Lk,,,,,,,,,,
1410,S2240160127200339,3001005,85,45,169,299,TL,40160020,Sulawesi Tengah,SMA IPA,Pr,,,,,,,,,,
1411,S2240160127200391,3000020,65,55,177,297,TL,40160020,Sulawesi Tengah,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1412,S2240160127201312,3000020,55,75,165,295,TL,40160020,Sulawesi Tengah,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1413,S2240160127200827,3001005,70,75,149,294,TL,40160020,Sulawesi Tengah,SMA IPA,Pr,,,,,,,,,,
1414,S2240160127200618,3000020,75,65,141,281,TL,40160020,Sulawesi Tengah,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1415,S2240160127200799,3001005,50,70,157,277,TL,40160020,Sulawesi Tengah,SMA IPA,Pr,,,,,,,,,,
1416,S2240160117200742,3171110,60,55,147,262,TL,40160020,Sulawesi Tengah,SMK TEKNOLOGI INFORMASI DAN KOMUNIKASI,Lk,,,,,,,,,,
1417,S2240160117201578,3001005,45,25,161,231,TL,40160020,Sulawesi Tengah,SMA IPA,Lk,,,,,,,,,,
1418,S2240160127201086,3001005,0,0,0,0,TH,40160020,Sulawesi Tengah,SMA IPA,Pr,,,,,,,,,,
1419,S2240160127200025,3001005,0,0,0,0,TH,40160020,Sulawesi Tengah,SMA IPA,Pr,,,,,,,,,,
1420,S2240160123522675,3001005,0,0,0,0,TH,40160020,Sulawesi Tengah,SMA IPA,Pr,,,,,,,,,,
1421,S2240160127303191,3001005,120,130,202,452,P/L,40160021,Sulawesi Selatan,SMA IPA,Pr,40160021,PROVINSI SULAWESI SELATAN,4412070,D-III STATISTIKA,7303191,P,110.0,P,P/L,Tidak Lulus
1422,S2240160117303717,3001005,100,145,202,447,P/L,40160021,Sulawesi Selatan,SMA IPA,Lk,40160021,PROVINSI SULAWESI SELATAN,4412070,D-III STATISTIKA,7303717,P,100.0,P,P,
1423,S2240160117300079,3000020,110,145,189,444,P/L,40160021,Sulawesi Selatan,MADRASAH ALIYAH IPA,Lk,40160021,PROVINSI SULAWESI SELATAN,4412070,D-III STATISTIKA,7300079,P,85.0,P,P,
1424,S2240160127300505,3000020,110,140,186,436,P/L,40160021,Sulawesi Selatan,MADRASAH ALIYAH IPA,Pr,40160021,PROVINSI SULAWESI SELATAN,4412070,D-III STATISTIKA,7300505,P,105.0,P,P,
1425,S2240160127302776,3001005,100,145,186,431,P/L,40160021,Sulawesi Selatan,SMA IPA,Pr,40160021,PROVINSI SULAWESI SELATAN,4412070,D-III STATISTIKA,7302776,P,115.0,P,P/L,Lulus
1426,S2240160127303940,3001005,95,150,185,430,P/L,40160021,Sulawesi Selatan,SMA IPA,Pr,40160021,PROVINSI SULAWESI SELATAN,4412070,D-III STATISTIKA,7303940,P,70.0,P,P,
1427,S2240160117305843,3001005,100,145,182,427,P/L,40160021,Sulawesi Selatan,SMA IPA,Lk,40160021,PROVINSI SULAWESI SELATAN,4412070,D-III STATISTIKA,7305843,P,95.0,P,P,
1428,S2240160127303911,3001005,90,165,170,425,P/L,40160021,Sulawesi Selatan,SMA IPA,Pr,40160021,PROVINSI SULAWESI SELATAN,4412070,D-III STATISTIKA,7303911,TL,70.0,P,TL,
1429,S2240160117301274,3000020,100,125,195,420,P/L,40160021,Sulawesi Selatan,MADRASAH ALIYAH IPA,Lk,40160021,PROVINSI SULAWESI SELATAN,4412070,D-III STATISTIKA,7301274,TL,55.0,TL,TL,
1430,S2240160117301566,3001005,90,130,197,417,P/L,40160021,Sulawesi Selatan,SMA IPA,Lk,40160021,PROVINSI SULAWESI SELATAN,4412070,D-III STATISTIKA,7301566,P,135.0,P,P/L,Lulus
1431,S2240160127300394,3004002,80,145,188,413,P,40160021,Sulawesi Selatan,SMA IPS,Pr,,,,,,,,,,
1432,S2240160127303669,3001005,100,135,178,413,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1433,S2240160125202764,3001005,95,135,179,409,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1434,S2240160127304185,3001005,85,130,193,408,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1435,S2240160117301830,3004002,80,135,191,406,P,40160021,Sulawesi Selatan,SMA IPS,Lk,,,,,,,,,,
1436,S2240160127400939,3001005,95,130,180,405,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1437,S2240160127305517,3001005,95,105,192,392,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1438,S2240160127303542,3001005,85,135,168,388,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1439,S2240160127305210,3001005,85,115,187,387,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1440,S2240160127302510,3001005,75,140,171,386,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1441,S2240160117305740,3001005,80,120,184,384,P,40160021,Sulawesi Selatan,SMA IPA,Lk,,,,,,,,,,
1442,S2240160127301647,3001005,100,90,191,381,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1443,S2240160127303803,3001005,80,125,175,380,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1444,S2240160127302468,3001005,65,150,164,379,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1445,S2240160127303348,3001005,85,105,188,378,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1446,S2240160117306350,3001005,90,100,186,376,P,40160021,Sulawesi Selatan,SMA IPA,Lk,,,,,,,,,,
1447,S2240160127305926,3000020,80,110,185,375,P,40160021,Sulawesi Selatan,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1448,S2240160117301458,3001005,95,110,169,374,P,40160021,Sulawesi Selatan,SMA IPA,Lk,,,,,,,,,,
1449,S2240160127304196,3001005,95,105,173,373,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1450,S2240160117305773,3001005,105,95,173,373,P,40160021,Sulawesi Selatan,SMA IPA,Lk,,,,,,,,,,
1451,S2240160127302363,3001005,90,95,184,369,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1452,S2240160117302567,3001005,100,95,174,369,P,40160021,Sulawesi Selatan,SMA IPA,Lk,,,,,,,,,,
1453,S2240160117306086,3001005,70,105,193,368,P,40160021,Sulawesi Selatan,SMA IPA,Lk,,,,,,,,,,
1454,S2240160127304297,3001005,75,110,183,368,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1455,S2240160127303821,3001005,70,105,190,365,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1456,S2240160127305889,3001005,65,125,175,365,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1457,S2240160127305678,3001005,95,85,183,363,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1458,S2240160127305399,3001005,95,105,163,363,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1459,S2240160127306132,3001005,80,100,179,359,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1460,S2240160127305630,3000020,85,105,169,359,P,40160021,Sulawesi Selatan,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1461,S2240160127600430,3001005,75,100,182,357,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1462,S2240160127303425,3000020,80,105,171,356,P,40160021,Sulawesi Selatan,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1463,S2240160127305528,3001005,95,90,170,355,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1464,S2240160127304433,3000020,65,110,175,350,P,40160021,Sulawesi Selatan,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1465,S2240160127304682,3001005,80,85,181,346,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1466,S2240160117300318,3001005,80,90,173,343,P,40160021,Sulawesi Selatan,SMA IPA,Lk,,,,,,,,,,
1467,S2240160127305962,3001005,90,85,165,340,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1468,S2240160127305908,3001005,90,85,164,339,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1469,S2240160117306220,3001005,70,95,173,338,P,40160021,Sulawesi Selatan,SMA IPA,Lk,,,,,,,,,,
1470,S2240160127302497,3000020,70,90,177,337,P,40160021,Sulawesi Selatan,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1471,S2240160127303292,3000020,65,110,159,334,P,40160021,Sulawesi Selatan,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1472,S2240160127300332,3001005,70,85,178,333,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1473,S2240160127300833,3001005,70,80,159,309,P,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1474,S2240160117301298,3001005,60,140,182,382,TL,40160021,Sulawesi Selatan,SMA IPA,Lk,,,,,,,,,,
1475,S2240160127306644,3000021,100,75,200,375,TL,40160021,Sulawesi Selatan,MADRASAH ALIYAH IPS,Pr,,,,,,,,,,
1476,S2240160127305814,3001005,95,75,174,344,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1477,S2240160127600805,3001005,55,120,164,339,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1478,S2240160117300910,3000021,55,110,172,337,TL,40160021,Sulawesi Selatan,MADRASAH ALIYAH IPS,Lk,,,,,,,,,,
1479,S2240160127301955,3000020,100,55,181,336,TL,40160021,Sulawesi Selatan,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1480,S2240160127301629,3001005,90,60,182,332,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1481,S2240160127305579,3001005,60,105,161,326,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1482,S2240160117306592,3001005,65,75,178,318,TL,40160021,Sulawesi Selatan,SMA IPA,Lk,,,,,,,,,,
1483,S2240160127305838,3001005,75,55,184,314,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1484,S2240160127304240,3001005,80,65,168,313,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1485,S2240160127306545,3001005,80,50,182,312,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1486,S2240160127301694,3001005,85,45,182,312,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1487,S2240160127302521,3001005,75,60,176,311,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1488,S2240160127303968,3001005,75,50,176,301,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1489,S2240160127306295,3001005,55,65,177,297,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1490,S2240160127304006,3001005,35,105,154,294,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1491,S2240160127305890,3001005,85,40,168,293,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1492,S2240160127305087,3001005,65,65,161,291,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1493,S2240160123102909,3001005,60,60,167,287,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1494,S2240160127305418,3001005,65,70,152,287,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1495,S2240160117305429,3004002,60,60,163,283,TL,40160021,Sulawesi Selatan,SMA IPS,Lk,,,,,,,,,,
1496,S2240160127304167,3001005,75,55,142,272,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1497,S2240160127303986,3000020,40,45,185,270,TL,40160021,Sulawesi Selatan,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
1498,S2240160127303885,3001005,60,40,170,270,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1499,S2240160129101391,3171110,45,35,177,257,TL,40160021,Sulawesi Selatan,SMK TEKNOLOGI INFORMASI DAN KOMUNIKASI,Pr,,,,,,,,,,
1500,S2240160127305797,3004002,35,45,162,242,TL,40160021,Sulawesi Selatan,SMA IPS,Pr,,,,,,,,,,
1501,S2240160127306653,3004002,40,45,151,236,TL,40160021,Sulawesi Selatan,SMA IPS,Pr,,,,,,,,,,
1502,S2240160127305991,3001005,45,30,152,227,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1503,S2240160127302392,3001005,25,15,161,201,TL,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1504,S2240160127303115,3004002,35,15,145,195,TL,40160021,Sulawesi Selatan,SMA IPS,Pr,,,,,,,,,,
1505,S2240160127306608,3001005,0,0,0,0,TH,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1506,S2240160127306387,3001005,0,0,0,0,TH,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1507,S2240160127301751,3001005,0,0,0,0,TH,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1508,S2240160117303959,3001005,0,0,0,0,TH,40160021,Sulawesi Selatan,SMA IPA,Lk,,,,,,,,,,
1509,S2240160117306369,3000020,0,0,0,0,TH,40160021,Sulawesi Selatan,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
1510,S2240160127303782,3001005,0,0,0,0,TH,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1511,S2240160127302187,3001005,0,0,0,0,TH,40160021,Sulawesi Selatan,SMA IPA,Pr,,,,,,,,,,
1512,S2240160117306202,3001005,0,0,0,0,TH,40160021,Sulawesi Selatan,SMA IPA,Lk,,,,,,,,,,
1513,S2240160127301111,3171110,0,0,0,0,TH,40160021,Sulawesi Selatan,SMK TEKNOLOGI INFORMASI DAN KOMUNIKASI,Pr,,,,,,,,,,
1514,S2240160117305069,3001005,0,0,0,0,TH,40160021,Sulawesi Selatan,SMA IPA,Lk,,,,,,,,,,
1515,S2240160117401358,3001005,110,135,184,429,P/L,40160022,Sulawesi Tenggara,SMA IPA,Lk,40160022,PROVINSI SULAWESI TENGGARA,4412070,D-III STATISTIKA,7401358,P,105.0,P,P/L,Lulus
1516,S2240160127401783,3001005,100,150,179,429,P/L,40160022,Sulawesi Tenggara,SMA IPA,Pr,40160022,PROVINSI SULAWESI TENGGARA,4412070,D-III STATISTIKA,7401783,P,50.0,TL,TL,
1517,S2240160127401606,3000020,80,140,202,422,P/L,40160022,Sulawesi Tenggara,MADRASAH ALIYAH IPA,Pr,40160022,PROVINSI SULAWESI TENGGARA,4412070,D-III STATISTIKA,7401606,P,120.0,P,P/L,Lulus
1518,S2240160127400630,3001005,85,155,182,422,P/L,40160022,Sulawesi Tenggara,SMA IPA,Pr,40160022,PROVINSI SULAWESI TENGGARA,4412070,D-III STATISTIKA,7400630,TL,90.0,P,TL,
1519,S2240160127303144,3001005,90,150,182,422,P/L,40160022,Sulawesi Tenggara,SMA IPA,Pr,40160022,PROVINSI SULAWESI TENGGARA,4412070,D-III STATISTIKA,7303144,P,95.0,P,P/L,Lulus
1520,S2240160127400050,3001005,90,145,186,421,P/L,40160022,Sulawesi Tenggara,SMA IPA,Pr,40160022,PROVINSI SULAWESI TENGGARA,4412070,D-III STATISTIKA,7400050,TL,75.0,P,TL,
1521,S2240160127401181,3001005,75,150,191,416,P/L,40160022,Sulawesi Tenggara,SMA IPA,Pr,40160022,PROVINSI SULAWESI TENGGARA,4412070,D-III STATISTIKA,7401181,P,85.0,P,P,
1522,S2240160127402427,3000020,95,120,199,414,P/L,40160022,Sulawesi Tenggara,MADRASAH ALIYAH IPA,Pr,40160022,PROVINSI SULAWESI TENGGARA,4412070,D-III STATISTIKA,7402427,P,50.0,TL,TL,
1523,S2240160127400908,3001005,95,130,187,412,P/L,40160022,Sulawesi Tenggara,SMA IPA,Pr,40160022,PROVINSI SULAWESI TENGGARA,4412070,D-III STATISTIKA,7400908,P,60.0,TL,TL,
1524,S2240160117302846,3004002,80,150,182,412,P/L,40160022,Sulawesi Tenggara,SMA IPS,Lk,40160022,PROVINSI SULAWESI TENGGARA,4412070,D-III STATISTIKA,7302846,P,65.0,P,P,
1525,S2240160117401969,3001005,90,110,210,410,P/L,40160022,Sulawesi Tenggara,SMA IPA,Lk,40160022,PROVINSI SULAWESI TENGGARA,4412070,D-III STATISTIKA,7401969,P,30.0,TL,TL,
1526,S2240160127401770,3001005,90,125,193,408,P/L,40160022,Sulawesi Tenggara,SMA IPA,Pr,40160022,PROVINSI SULAWESI TENGGARA,4412070,D-III STATISTIKA,7401770,P,90.0,P,P/L,Tidak Lulus
1527,S2240160127401480,3001005,115,115,175,405,P/L,40160022,Sulawesi Tenggara,SMA IPA,Pr,40160022,PROVINSI SULAWESI TENGGARA,4412070,D-III STATISTIKA,7401480,P,50.0,TL,TL,
1528,S2240160117303245,3001005,80,145,179,404,P/L,40160022,Sulawesi Tenggara,SMA IPA,Lk,40160022,PROVINSI SULAWESI TENGGARA,4412070,D-III STATISTIKA,7303245,P,140.0,P,P/L,
1529,S2240160127401675,3000020,85,150,165,400,P/L,40160022,Sulawesi Tenggara,MADRASAH ALIYAH IPA,Pr,40160022,PROVINSI SULAWESI TENGGARA,4412070,D-III STATISTIKA,7401675,P,70.0,P,P,
